Year	 range 	 type 	 US 	 AL 	 AK 	 AZ 	 AR 	 CA 	 CO 	 CT 	 DE 	 DC 	 FL 	 GA 	 HI 	 ID 	 IL 	 IN 	 IA 	 KS 	 KY 	 LA 	 ME 	 MD 	 MA 	 MI 	 MN 	 MS 	 MO 	 MT 	 NE 	 NV 	 NH 	 NJ 	 NM 	 NY 	 NC 	 ND 	 OH 	 OK 	 OR 	 PA 	 RI 	 SC 	 SD 	 TN 	 TX 	 UT 	 VT 	 VA 	 WA 	 WV 	 WI 	 WY 
2003	 Total 	 CN 		" 151,911 "	" 32,876 "	" 160,004 "	" 85,768 "	" 988,494 "	" 89,350 "	" 84,631 "	" 18,269 "	" 15,374 "	" 360,686 "	" 323,258 "		" 47,813 "	" 314,409 "	" 212,909 "	" 83,407 "	" 54,291 "	" 110,996 "	" 200,154 "		" 200,714 "	" 61,669 "	" 282,484 "	" 76,597 "	" 118,424 "	" 118,424 "	" 14,565 "	" 66,373 "	" 19,560 "		" 108,337 "		" 197,944 "	" 267,430 "	" 11,639 "	" 338,444 "		" 74,629 "	" 261,891 "	" 37,404 "	" 214,306 "	" 24,520 "	" 187,234 "	" 999,794 "	" 46,335 "	" 33,649 "	" 104,440 "	" 264,813 "	" 76,871 "	" 128,402 "	" 14,725 "
2003	 Total 	 MN 		 -   	 -   	 -   	 644 	" 143,461 "	 -   	 189 	 -   	" 1,398 "	 652 	 10 		 -   	" 1,634 "	 -   	 255 	 71 	" 13,906 "	 133 		" 11,185 "	" 104,034 "	" 3,640 "	" 49,367 "	 -   	 -   	 84 	 13 	 -   		 -   		" 294,875 "	 379 	 -   	 -   		 -   	" 5,795 "	 9 	" 30,991 "	 -   	" 62,029 "	" 2,047 "	 211 	 150 	 74 	 35 	 11 	" 6,434 "	 -   
2003	 Total 	 Total 		" 151,911 "	" 32,876 "	" 160,004 "	" 86,412 "	" 1,131,955 "	" 89,350 "	" 84,820 "	" 18,269 "	" 16,772 "	" 361,338 "	" 323,268 "		" 47,813 "	" 316,043 "	" 212,909 "	" 83,662 "	" 54,362 "	" 124,902 "	" 200,287 "		" 211,899 "	" 165,703 "	" 286,124 "	" 125,964 "	" 118,424 "	" 118,424 "	" 14,649 "	" 66,386 "	" 19,560 "		" 108,337 "	 -   	" 492,819 "	" 267,809 "	" 11,639 "	" 338,444 "		" 74,629 "	" 267,686 "	" 37,413 "	" 245,297 "	" 24,520 "	" 249,263 "	" 1,001,841 "	" 46,546 "	" 33,799 "	" 104,514 "	" 264,848 "	" 76,882 "	" 134,836 "	" 14,725 "
2003	 <1 	 CN 		 117 	 30 	 52 	 199 	 89 	 124 	 52 	 4 	 478 	 146 	 129 		 18 	 146 	 91 	 835 	 18 	 780 	 46 		" 23,863 "	 13 	 120 	 21 	 641 	 641 	 3 	 597 	 78 		 61 		 46 	" 2,844 "	 18 	 95 		 24 	 55 	 4 	 89 	 28 	 492 	 104 	 226 	 7 	 384 	 417 	" 1,194 "	" 5,600 "	 10 
2003	 <1 	 MN 		 -   	 -   	 -   	 -   	 17 	 -   	 -   	 -   	 -   	 2 	 -   		 -   	 1 	 -   	 -   	 -   	 54 	 -   		 407 	 23 	 -   	 6 	 -   	 -   	 -   	 -   	 -   		 -   		 206 	 23 	 -   	 -   		 -   	 -   	 -   	 -   	 -   	 101 	 -   	 1 	 -   	 -   	 -   	 -   	 432 	 -   
2003	 <1 	 Total 		 117 	 30 	 52 	 199 	 106 	 124 	 52 	 4 	 478 	 148 	 129 		 18 	 147 	 91 	 835 	 18 	 834 	 46 		" 24,270 "	 36 	 120 	 27 	 641 	 641 	 3 	 597 	 78 		 61 		 252 	" 2,867 "	 18 	 95 		 24 	 55 	 4 	 89 	 28 	 593 	 104 	 227 	 7 	 384 	 417 	" 1,194 "	" 6,032 "	 10 
2003	 1-2 	 CN 		" 6,766 "	" 1,127 "	" 4,260 "	" 4,085 "	" 3,445 "	" 5,270 "	" 2,080 "	 331 	" 1,493 "	" 10,074 "	" 6,864 "		" 1,482 "	" 8,627 "	" 7,191 "	" 5,609 "	" 1,253 "	" 5,112 "	" 6,900 "		" 44,203 "	 747 	" 4,822 "	" 1,923 "	" 8,784 "	" 8,784 "	 459 	" 1,753 "	" 1,240 "		" 2,375 "		" 4,300 "	" 35,193 "	 299 	" 6,382 "		" 2,589 "	" 5,316 "	 189 	" 4,746 "	 605 	" 4,802 "	" 120,281 "	" 4,616 "	 788 	" 6,722 "	" 14,230 "	" 1,562 "	" 11,659 "	 487 
2003	 1-2 	 MN 		 -   	 -   	 -   	 26 	 282 	 -   	 -   	 -   	 9 	 6 	 -   		 -   	 7 	 -   	 3 	 -   	 633 	 4 		" 2,329 "	 957 	 17 	 395 	 -   	 -   	 -   	 -   	 -   		 -   		" 4,355 "	 31 	 -   	 -   		 -   	 31 	 -   	 258 	 -   	 568 	 4 	 9 	 2 	 1 	 -   	 -   	" 1,948 "	 -   
2003	 1-2 	 Total 		" 6,766 "	" 1,127 "	" 4,260 "	" 4,111 "	" 3,727 "	" 5,270 "	" 2,080 "	 331 	" 1,502 "	" 10,080 "	" 6,864 "		" 1,482 "	" 8,634 "	" 7,191 "	" 5,612 "	" 1,253 "	" 5,745 "	" 6,904 "		" 46,532 "	" 1,704 "	" 4,839 "	" 2,318 "	" 8,784 "	" 8,784 "	 459 	" 1,753 "	" 1,240 "		" 2,375 "		" 8,655 "	" 35,224 "	 299 	" 6,382 "		" 2,589 "	" 5,347 "	 189 	" 5,004 "	 605 	" 5,370 "	" 120,285 "	" 4,625 "	 790 	" 6,723 "	" 14,230 "	" 1,562 "	" 13,607 "	 487 
2003	 3-5 	 CN 		" 37,735 "	" 5,840 "	" 35,962 "	" 19,660 "	" 168,948 "	" 21,704 "	" 14,992 "	" 3,708 "	" 3,071 "	" 83,712 "	" 72,666 "		" 9,386 "	" 73,063 "	" 43,046 "	" 17,206 "	" 12,275 "	" 19,296 "	" 42,235 "		" 40,322 "	" 10,569 "	" 55,059 "	" 15,378 "	" 29,490 "	" 29,490 "	" 3,306 "	" 12,660 "	" 4,187 "		" 17,443 "		" 46,228 "	" 50,300 "	" 2,446 "	" 70,967 "		" 15,461 "	" 47,801 "	" 5,355 "	" 38,702 "	" 4,716 "	" 34,659 "	" 234,937 "	" 13,704 "	" 5,267 "	" 22,276 "	" 52,711 "	" 13,941 "	" 21,859 "	" 3,079 "
2003	 3-5 	 MN 		 -   	 -   	 -   	 131 	" 18,308 "	 -   	 3 	 -   	 175 	 34 	 -   		 -   	 149 	 -   	 5 	 6 	" 2,629 "	 30 		" 2,455 "	" 15,422 "	 343 	" 6,421 "	 -   	 -   	 8 	 -   	 -   		 -   		" 35,159 "	 29 	 -   	 -   		 -   	 351 	 -   	" 2,031 "	 -   	" 6,265 "	 17 	 28 	 6 	 4 	 6 	 -   	" 3,522 "	 -   
2003	 3-5 	 Total 		" 37,735 "	" 5,840 "	" 35,962 "	" 19,791 "	" 187,256 "	" 21,704 "	" 14,995 "	" 3,708 "	" 3,246 "	" 83,746 "	" 72,666 "		" 9,386 "	" 73,212 "	" 43,046 "	" 17,211 "	" 12,281 "	" 21,925 "	" 42,265 "		" 42,777 "	" 25,991 "	" 55,402 "	" 21,799 "	" 29,490 "	" 29,490 "	" 3,314 "	" 12,660 "	" 4,187 "		" 17,443 "		" 81,387 "	" 50,329 "	" 2,446 "	" 70,967 "		" 15,461 "	" 48,152 "	" 5,355 "	" 40,733 "	" 4,716 "	" 40,924 "	" 234,954 "	" 13,732 "	" 5,273 "	" 22,280 "	" 52,717 "	" 13,941 "	" 25,381 "	" 3,079 "
2003	 6-9 	 CN 		" 42,774 "	" 8,652 "	" 47,484 "	" 24,211 "	" 309,345 "	" 24,067 "	" 24,068 "	" 5,700 "	" 4,012 "	" 99,876 "	" 94,321 "		" 13,620 "	" 94,702 "	" 61,443 "	" 20,663 "	" 14,898 "	" 27,342 "	" 53,528 "		" 31,576 "	" 16,030 "	" 84,001 "	" 20,164 "	" 30,510 "	" 30,510 "	" 3,836 "	" 18,308 "	" 5,648 "		" 29,393 "		" 51,049 "	" 64,442 "	" 3,140 "	" 92,582 "		" 20,349 "	" 69,001 "	" 11,063 "	" 60,078 "	" 6,763 "	" 49,397 "	" 250,665 "	" 11,181 "	" 8,852 "	" 28,396 "	" 74,114 "	" 19,744 "	" 30,201 "	" 4,102 "
2003	 6-9 	 MN 		 -   	 -   	 -   	 180 	" 33,838 "	 -   	 5 	 5 	 480 	 150 	 -   		 -   	 262 	 -   	 16 	 19 	" 3,360 "	 25 		" 1,826 "	" 26,772 "	 594 	" 11,900 "	 -   	 -   	 13 	 2 	 -   		 -   		" 83,216 "	 47 	 -   	 -   		 -   	 538 	 -   	" 9,746 "	 -   	" 13,842 "	 53 	 50 	 13 	 16 	 8 	 3 	 416 	 -   
2003	 6-9 	 Total 		" 42,774 "	" 8,652 "	" 47,484 "	" 24,391 "	" 343,183 "	" 24,067 "	" 24,073 "	" 5,705 "	" 4,492 "	" 100,026 "	" 94,321 "		" 13,620 "	" 94,964 "	" 61,443 "	" 20,679 "	" 14,917 "	" 30,702 "	" 53,553 "		" 33,402 "	" 42,802 "	" 84,595 "	" 32,064 "	" 30,510 "	" 30,510 "	" 3,849 "	" 18,310 "	" 5,648 "		" 29,393 "		" 134,265 "	" 64,489 "	" 3,140 "	" 92,582 "		" 20,349 "	" 69,539 "	" 11,063 "	" 69,824 "	" 6,763 "	" 63,239 "	" 250,718 "	" 11,231 "	" 8,865 "	" 28,412 "	" 74,122 "	" 19,747 "	" 30,617 "	" 4,102 "
2003	 10-14 	 CN 		" 41,475 "	" 10,086 "	" 43,835 "	" 24,203 "	" 317,621 "	" 23,461 "	" 27,835 "	" 5,504 "	" 4,092 "	" 104,917 "	" 94,794 "		" 14,288 "	" 90,130 "	" 61,942 "	" 22,419 "	" 14,910 "	" 32,808 "	" 57,350 "		" 38,425 "	" 19,876 "	" 87,039 "	" 22,050 "	" 30,846 "	" 30,846 "	" 4,078 "	" 19,192 "	" 5,411 "		" 34,626 "		" 56,116 "	" 69,682 "	" 3,296 "	" 99,608 "		" 20,636 "	" 80,431 "	" 13,073 "	" 67,970 "	" 7,457 "	" 57,698 "	" 242,501 "	" 9,809 "	" 11,254 "	" 31,101 "	" 75,632 "	" 22,682 "	" 32,656 "	" 4,118 "
2003	 10-14 	 MN 		 -   	 -   	 -   	 186 	" 34,953 "	 -   	 6 	 -   	 480 	 153 	 3 		 -   	 504 	 -   	 21 	 26 	" 3,956 "	 30 		" 2,080 "	" 35,278 "	 706 	" 15,807 "	 -   	 -   	 29 	 -   	 -   		 -   		" 97,715 "	 71 	 -   	 -   		 -   	 708 	 -   	" 10,676 "	 -   	" 18,736 "	 65 	 75 	 17 	 22 	 12 	 -   	 14 	 -   
2003	 10-14 	 Total 		" 41,475 "	" 10,086 "	" 43,835 "	" 24,389 "	" 352,574 "	" 23,461 "	" 27,841 "	" 5,504 "	" 4,572 "	" 105,070 "	" 94,797 "		" 14,288 "	" 90,634 "	" 61,942 "	" 22,440 "	" 14,936 "	" 36,764 "	" 57,380 "		" 40,505 "	" 55,154 "	" 87,745 "	" 37,857 "	" 30,846 "	" 30,846 "	" 4,107 "	" 19,192 "	" 5,411 "		" 34,626 "		" 153,831 "	" 69,753 "	" 3,296 "	" 99,608 "		" 20,636 "	" 81,139 "	" 13,073 "	" 78,646 "	" 7,457 "	" 76,434 "	" 242,566 "	" 9,884 "	" 11,271 "	" 31,123 "	" 75,644 "	" 22,682 "	" 32,670 "	" 4,118 "
2003	 15-18 	 CN 		" 21,531 "	" 6,107 "	" 20,754 "	" 12,768 "	" 161,060 "	" 12,580 "	" 13,149 "	" 2,454 "	" 1,805 "	" 52,717 "	" 46,881 "		" 7,701 "	" 38,332 "	" 31,495 "	" 12,627 "	" 9,202 "	" 20,951 "	" 34,589 "		" 19,296 "	" 11,470 "	" 41,537 "	" 12,848 "	" 15,610 "	" 15,610 "	" 2,348 "	" 11,033 "	" 2,484 "		" 20,382 "		" 31,095 "	" 35,899 "	" 1,897 "	" 53,773 "		" 12,565 "	" 47,710 "	" 6,514 "	" 35,272 "	" 4,090 "	" 32,078 "	" 122,369 "	" 5,806 "	" 6,540 "	" 14,569 "	" 41,210 "	" 14,018 "	" 20,129 "	" 2,428 "
2003	 15-18 	 MN 		 -   	 -   	 -   	 98 	" 26,921 "	 -   	 36 	 -   	 295 	 100 	 3 		 -   	 711 	 -   	 19 	 19 	" 2,867 "	 24 		" 1,532 "	" 21,296 "	 463 	" 10,463 "	 -   	 -   	 19 	 2 	 -   		 -   		" 52,849 "	 93 	 -   	 -   		 -   	 605 	 2 	" 8,280 "	 -   	" 12,180 "	 291 	 46 	 55 	 24 	 7 	 2 	 52 	 -   
2003	 15-18 	 Total 		" 21,531 "	" 6,107 "	" 20,754 "	" 12,866 "	" 187,981 "	" 12,580 "	" 13,185 "	" 2,454 "	" 2,100 "	" 52,817 "	" 46,884 "		" 7,701 "	" 39,043 "	" 31,495 "	" 12,646 "	" 9,221 "	" 23,818 "	" 34,613 "		" 20,828 "	" 32,766 "	" 42,000 "	" 23,311 "	" 15,610 "	" 15,610 "	" 2,367 "	" 11,035 "	" 2,484 "		" 20,382 "		" 83,944 "	" 35,992 "	" 1,897 "	" 53,773 "		" 12,565 "	" 48,315 "	" 6,516 "	" 43,552 "	" 4,090 "	" 44,258 "	" 122,660 "	" 5,852 "	" 6,595 "	" 14,593 "	" 41,217 "	" 14,020 "	" 20,181 "	" 2,428 "
2003	 19-20 	 CN 		" 1,513 "	" 1,034 "	" 4,657 "	 722 	" 27,986 "	" 2,144 "	" 2,455 "	 568 	 423 	" 9,244 "	" 7,603 "		" 1,318 "	" 9,409 "	" 7,701 "	" 4,048 "	" 1,735 "	" 4,707 "	" 5,506 "		" 3,029 "	" 2,964 "	" 9,906 "	" 4,213 "	" 2,543 "	" 2,543 "	 535 	" 2,830 "	 512 		" 4,057 "		" 9,110 "	" 9,070 "	 542 	" 15,037 "		" 3,005 "	" 11,577 "	" 1,206 "	" 7,449 "	 861 	" 8,108 "	" 28,937 "	 993 	 941 	" 1,028 "	" 6,499 "	" 3,730 "	" 6,298 "	 501 
2003	 19-20 	 MN 		 -   	 -   	 -   	 23 	" 29,142 "	 -   	 139 	 -   	 97 	 207 	 3 		 -   	 -   	 -   	 191 	 1 	 407 	 20 		 556 	" 4,287 "	" 1,517 "	" 4,375 "	 -   	 -   	 4 	 9 	 -   		 -   		" 21,375 "	 85 	 -   	 -   		 -   	" 3,562 "	 7 	 -   	 -   	" 10,337 "	" 1,617 "	 2 	 57 	 7 	 2 	 6 	 50 	 -   
2003	 19-20 	 Total 		" 1,513 "	" 1,034 "	" 4,657 "	 745 	" 57,128 "	" 2,144 "	" 2,594 "	 568 	 520 	" 9,451 "	" 7,606 "		" 1,318 "	" 9,409 "	" 7,701 "	" 4,239 "	" 1,736 "	" 5,114 "	" 5,526 "		" 3,585 "	" 7,251 "	" 11,423 "	" 8,588 "	" 2,543 "	" 2,543 "	 539 	" 2,839 "	 512 		" 4,057 "		" 30,485 "	" 9,155 "	 542 	" 15,037 "		" 3,005 "	" 15,139 "	" 1,213 "	" 7,449 "	 861 	" 18,445 "	" 30,554 "	 995 	 998 	" 1,035 "	" 6,501 "	" 3,736 "	" 6,348 "	 501 
2002	 Total 	 CN 		" 128,562 "	" 31,651 "	" 125,818 "	" 71,084 "	" 937,591 "	" 74,512 "		" 11,281 "	" 17,696 "	" 327,872 "	" 255,087 "	 792 	" 25,304 "	" 289,479 "	" 188,810 "	" 2,457 "	" 43,469 "	" 125,523 "	" 179,487 "	" 37,425 "	" 98,070 "	" 58,881 "	" 260,511 "	" 64,908 "	" 97,435 "	" 129,911 "	" 14,034 "	" 66,274 "	" 18,777 "	" 24,331 "	" 107,017 "	" 108,184 "	" 199,256 "	" 228,027 "	" 10,192 "	" 280,256 "	" 54,751 "	" 81,253 "	" 232,173 "	" 36,227 "	" 192,855 "	" 22,135 "	" 210,402 "	" 774,720 "	" 41,144 "	" 32,357 "	" 81,118 "	" 148,457 "	" 73,137 "	" 97,681 "	" 13,056 "
2002	 Total 	 MN 		 -   	 -   		" 1,191 "	" 130,937 "				" 1,611 "	 620 	 7 	 4 		" 1,740 "	 -   		" 2,119 "	" 17,009 "	 116 	 27 	" 4,979 "	" 103,235 "	" 1,130 "	" 42,328 "			 89 	 31 		 508 			" 249,411 "	 471 			 45 		" 6,424 "	 13 				" 1,892 "	 286 	 152 	 106 	 5 	 17 	" 4,844 "	
2002	 Total 	 Total 		" 128,562 "	" 31,651 "	" 125,818 "	" 72,275 "	" 1,068,528 "	" 74,512 "	 -   	" 11,281 "	" 19,307 "	" 328,492 "	" 255,094 "	 796 	" 25,304 "	" 291,219 "	" 188,810 "	" 2,457 "	" 45,588 "	" 142,532 "	" 179,603 "	" 37,452 "	" 103,049 "	" 162,116 "	" 261,641 "	" 107,236 "	" 97,435 "	" 129,911 "	" 14,123 "	" 66,305 "	" 18,777 "	" 24,839 "	" 107,017 "	" 108,184 "	" 448,667 "	" 228,498 "	" 10,192 "	" 280,256 "	" 54,796 "	" 81,253 "	" 238,597 "	" 36,240 "	" 192,855 "	" 22,135 "	" 210,402 "	" 776,612 "	" 41,430 "	" 32,509 "	" 81,224 "	" 148,462 "	" 73,154 "	" 102,525 "	" 13,056 "
2002	 <1 	 CN 		 70 	 18 	 53 	 114 	 5 	 176 		 3 	 379 	 140 	 107 	 -   	 15 	 146 	 70 	 109 	" 2,177 "	 835 	 47 	 4 	 247 	 11 	 117 	 24 	 588 	 29 	 6 	 457 	 38 	 6 	 81 	 100 	 37 	" 2,327 "	 -   	 124 	 24 	 45 	 50 	 4 	 35 	 19 	 120 	 118 	 194 	 5 	 19 	 529 	" 1,255 "	" 3,651 "	 14 
2002	 <1 	 MN 		 -   			 1 	 1 				 -   	 -   		 -   		 -   			 94 	 83 	 -   	 -   	 4 	 16 	 1 	 8 				 -   					 239 	 24 			 -   							 -   	 2 				 -   	 292 	
2002	 <1 	 Total 		 70 	 18 	 53 	 115 	 6 	 176 	 -   	 3 	 379 	 140 	 107 	 -   	 15 	 146 	 70 	 109 	" 2,271 "	 918 	 47 	 4 	 251 	 27 	 118 	 32 	 588 	 29 	 6 	 457 	 38 	 6 	 81 	 100 	 276 	" 2,351 "	 -   	 124 	 24 	 45 	 50 	 4 	 35 	 19 	 120 	 118 	 196 	 5 	 19 	 529 	" 1,255 "	" 3,943 "	 14 
2002	 1-2 	 CN 		" 4,878 "	" 1,118 "	" 3,268 "	" 3,433 "	" 8,500 "	" 4,035 "		 175 	 819 	" 9,413 "	" 5,205 "	 37 	 779 	" 8,144 "	" 6,051 "	 613 	" 2,093 "	" 5,744 "	" 6,589 "	 462 	" 2,777 "	 655 	" 4,433 "	" 1,597 "	" 7,441 "	" 1,897 "	 438 	" 1,730 "	" 1,009 "	 317 	" 2,462 "	" 4,146 "	" 3,896 "	" 28,874 "	 63 	" 5,322 "	" 1,150 "	" 2,727 "	" 4,590 "	 195 	" 3,433 "	 487 	" 2,797 "	" 89,325 "	" 3,816 "	 629 	" 1,899 "	" 12,801 "	" 1,601 "	" 7,714 "	 403 
2002	 1-2 	 MN 		 -   	 -   		 24 	" 1,048 "				 25 	 6 		 -   		 11 			 152 	 696 	 4 	 1 	 136 	 914 	 12 	 276 						 8 			" 3,778 "	 27 			 1 		 28 					 25 	 4 	 1 				" 1,274 "	
2002	 1-2 	 Total 		" 4,878 "	" 1,118 "	" 3,268 "	" 3,457 "	" 9,548 "	" 4,035 "	 -   	 175 	 844 	" 9,419 "	" 5,205 "	 37 	 779 	" 8,155 "	" 6,051 "	 613 	" 2,245 "	" 6,440 "	" 6,593 "	 463 	" 2,913 "	" 1,569 "	" 4,445 "	" 1,873 "	" 7,441 "	" 1,897 "	 438 	" 1,730 "	" 1,009 "	 325 	" 2,462 "	" 4,146 "	" 7,674 "	" 28,901 "	 63 	" 5,322 "	" 1,151 "	" 2,727 "	" 4,618 "	 195 	" 3,433 "	 487 	" 2,797 "	" 89,350 "	" 3,820 "	 630 	" 1,899 "	" 12,801 "	" 1,601 "	" 8,988 "	 403 
2002	 3-5 	 CN 		" 31,528 "	" 5,408 "	" 29,092 "	" 16,341 "	" 181,882 "	" 16,816 "		" 2,140 "	" 3,225 "	" 74,280 "	" 57,762 "	 117 	" 4,696 "	" 67,694 "	" 37,908 "	 562 	" 9,422 "	" 21,554 "	" 37,700 "	" 5,106 "	" 18,177 "	" 9,982 "	" 49,984 "	" 12,902 "	" 22,594 "	" 23,703 "	" 2,990 "	" 12,594 "	" 3,854 "	" 3,915 "	" 17,410 "	" 20,559 "	" 42,622 "	" 40,803 "	" 1,457 "	" 60,102 "	" 10,435 "	" 15,827 "	" 40,982 "	" 5,386 "	" 34,418 "	" 4,072 "	" 27,447 "	" 180,570 "	" 11,794 "	" 4,983 "	" 16,308 "	" 50,019 "	" 13,036 "	" 16,857 "	" 2,750 "
2002	 3-5 	 MN 		 -   	 -   		 236 	" 20,554 "				 200 	 39 		 1 		 161 			 569 	" 3,167 "	 19 	 5 	 865 	" 15,201 "	 108 	" 5,141 "				 1 		 69 			" 32,775 "	 26 			 6 		 289 					 68 	 51 	 5 				" 2,872 "	
2002	 3-5 	 Total 		" 31,528 "	" 5,408 "	" 29,092 "	" 16,577 "	" 202,436 "	" 16,816 "	 -   	" 2,140 "	" 3,425 "	" 74,319 "	" 57,762 "	 118 	" 4,696 "	" 67,855 "	" 37,908 "	 562 	" 9,991 "	" 24,721 "	" 37,719 "	" 5,111 "	" 19,042 "	" 25,183 "	" 50,092 "	" 18,043 "	" 22,594 "	" 23,703 "	" 2,990 "	" 12,595 "	" 3,854 "	" 3,984 "	" 17,410 "	" 20,559 "	" 75,397 "	" 40,829 "	" 1,457 "	" 60,102 "	" 10,441 "	" 15,827 "	" 41,271 "	" 5,386 "	" 34,418 "	" 4,072 "	" 27,447 "	" 180,638 "	" 11,845 "	" 4,988 "	" 16,308 "	" 50,019 "	" 13,036 "	" 19,729 "	" 2,750 "
2002	 6-9 	 CN 		" 37,568 "	" 8,461 "	" 37,768 "	" 20,351 "	" 289,680 "	" 20,551 "		" 3,871 "	" 5,233 "	" 91,887 "	" 73,820 "	 187 	" 7,358 "	" 88,842 "	" 55,648 "	 384 	" 10,814 "	" 30,929 "	" 49,227 "	" 9,328 "	" 27,014 "	" 15,799 "	" 78,995 "	" 16,779 "	" 26,026 "	" 38,018 "	" 3,690 "	" 18,396 "	" 5,618 "	" 6,792 "	" 29,448 "	" 31,668 "	" 54,076 "	" 57,303 "	" 2,338 "	" 77,609 "	" 15,090 "	" 21,753 "	" 63,149 "	" 11,118 "	" 55,406 "	" 6,138 "	" 49,448 "	" 199,345 "	" 10,142 "	" 8,819 "	" 11,160 "	" 73,724 "	" 19,226 "	" 24,012 "	" 3,638 "
2002	 6-9 	 MN 					 342 	" 30,864 "				 445 	 160 		 1 		 315 			 569 	" 4,348 "	 28 	 4 	" 1,090 "	" 27,580 "	 198 	" 10,328 "				 2 		 129 			" 70,317 "	 59 			 11 		 540 					 116 	 74 	 6 	 24 	 1 	 2 	 317 	
2002	 6-9 	 Total 		" 37,568 "	" 8,461 "	" 37,768 "	" 20,693 "	" 320,544 "	" 20,551 "	 -   	" 3,871 "	" 5,678 "	" 92,047 "	" 73,820 "	 188 	" 7,358 "	" 89,157 "	" 55,648 "	 384 	" 11,383 "	" 35,277 "	" 49,255 "	" 9,332 "	" 28,104 "	" 43,379 "	" 79,193 "	" 27,107 "	" 26,026 "	" 38,018 "	" 3,690 "	" 18,398 "	" 5,618 "	" 6,921 "	" 29,448 "	" 31,668 "	" 124,393 "	" 57,362 "	" 2,338 "	" 77,609 "	" 15,101 "	" 21,753 "	" 63,689 "	" 11,118 "	" 55,406 "	" 6,138 "	" 49,448 "	" 199,461 "	" 10,216 "	" 8,825 "	" 11,184 "	" 73,725 "	" 19,228 "	" 24,329 "	" 3,638 "
2002	 10-14 	 CN 		" 35,381 "	" 9,802 "	" 33,924 "	" 20,440 "	" 286,666 "	" 20,065 "		" 3,507 "	" 4,984 "	" 91,887 "	" 74,048 "	 245 	" 7,779 "	" 81,647 "	" 54,726 "	 272 	" 11,071 "	" 35,752 "	" 51,072 "	" 12,293 "	" 30,011 "	" 18,737 "	" 76,046 "	" 18,663 "	" 25,015 "	" 41,637 "	" 4,044 "	" 19,375 "	" 5,401 "	" 8,338 "	" 34,087 "	" 32,921 "	" 58,039 "	" 60,592 "	" 2,587 "	" 80,599 "	" 17,079 "	" 22,229 "	" 71,384 "	" 12,431 "	" 60,182 "	" 6,778 "	" 57,419 "	" 188,336 "	" 9,141 "	" 10,812 "	" 24,869 "	" 74,956 "	" 21,635 "	" 25,678 "	" 3,692 "
2002	 10-14 	 MN 		 -   	 -   		 365 	" 30,864 "				 531 	 157 		 1 		 531 			 501 	" 4,774 "	 26 	 7 	" 1,371 "	" 34,282 "	 252 	" 13,745 "				 3 		 178 			" 78,224 "	 123 			 10 		 685 					 157 	 96 	 9 	 27 	 2 	 4 	 19 	
2002	 10-14 	 Total 		" 35,381 "	" 9,802 "	" 33,924 "	" 20,805 "	" 317,530 "	" 20,065 "	 -   	" 3,507 "	" 5,515 "	" 92,044 "	" 74,048 "	 246 	" 7,779 "	" 82,178 "	" 54,726 "	 272 	" 11,572 "	" 40,526 "	" 51,098 "	" 12,300 "	" 31,382 "	" 53,019 "	" 76,298 "	" 32,408 "	" 25,015 "	" 41,637 "	" 4,044 "	" 19,378 "	" 5,401 "	" 8,516 "	" 34,087 "	" 32,921 "	" 136,263 "	" 60,715 "	" 2,587 "	" 80,599 "	" 17,089 "	" 22,229 "	" 72,069 "	" 12,431 "	" 60,182 "	" 6,778 "	" 57,419 "	" 188,493 "	" 9,237 "	" 10,821 "	" 24,896 "	" 74,958 "	" 21,639 "	" 25,697 "	" 3,692 "
2002	 15-18 	 CN 		" 17,723 "	" 5,758 "	" 16,059 "	" 10,323 "	" 144,461 "	" 10,633 "		" 1,302 "	" 2,480 "	" 46,856 "	" 35,922 "	 137 	" 4,053 "	" 34,169 "	" 27,597 "	 241 	" 6,752 "	" 23,380 "	" 30,027 "	" 7,936 "	" 15,162 "	" 10,621 "	" 38,083 "	" 11,118 "	" 13,212 "	" 20,687 "	" 2,336 "	" 10,739 "	" 2,263 "	" 4,461 "	" 19,400 "	" 16,388 "	" 31,079 "	" 30,217 "	" 1,393 "	" 43,832 "	" 9,817 "	" 13,342 "	" 41,573 "	" 5,915 "	" 28,236 "	" 3,773 "	" 29,354 "	" 92,023 "	" 5,099 "	" 6,189 "	" 13,280 "	" 41,117 "	" 12,804 "	" 15,346 "	" 2,103 "
2002	 15-18 	 MN 		 -   			 194 	" 23,070 "				 301 	 103 		 -   		 722 			 196 	" 3,389 "	 25 	 7 	" 1,023 "	" 20,086 "	 212 	" 9,211 "				 1 		 103 			" 42,263 "	 109 			 14 		 674 	 8 				 296 	 59 	 64 	 34 	 1 	 5 	 40 	
