Year	 range 	 type 	 US 	 AL 	 AK 	 AZ 	 AR 	 CA 	 CO 	 CT 	 DE 	 DC 	 FL 	 GA 	 HI 	 ID 	 IL 	 IN 	 IA 	 KS 	 KY 	 LA 	 ME 	 MD 	 MA 	 MI 	 MN 	 MS 	 MO 	 MT 	 NE 	 NV 	 NH 	 NJ 	 NM 	 NY 	 NC 	 ND 	 OH 	 OK 	 OR 	 PA 	 RI 	 SC 	 SD 	 TN 	 TX 	 UT 	 VT 	 VA 	 WA 	 WV 	 WI 	 WY 
2000	 Total 	 MN 					" 3,084 "	" 238,995 "		" 1,661 "		 792 	 419 	 14 			" 1,908 "		 98 	 75 	" 7,122 "	 27 	 12 	" 1,436 "	" 81,370 "	" 1,290 "	" 60,491 "			 25 	 6 		 416 			" 96,234 "	 193 			 57 		" 5,042 "	 27 			" 88,193 "	" 1,154 "	 104 	 342 	 123 	 21 	 18 	" 1,972 "	
2000	 Total 	 Total 		" 66,870 "	" 19,992 "	" 64,739 "	" 36,990 "	" 739,744 "	" 73,527 "	" 51,269 "	" 7,852 "	" 13,873 "	" 225,586 "	" 150,510 "	" 26,391 "	" 20,339 "	" 254,142 "	" 113,272 "	" 43,003 "	" 22,570 "	" 54,719 "	" 108,325 "	" 31,796 "	" 32,395 "	" 129,438 "	" 144,411 "	" 349,408 "	" 65,362 "	" 94,846 "	" 9,954 "	" 45,495 "	" 15,988 "	" 18,236 "	" 71,181 "	" 49,373 "	" 219,023 "	" 101,177 "	" 3,103 "	" 229,451 "	" 46,134 "	" 48,442 "	" 144,975 "	" 26,578 "	" 89,963 "	" 12,673 "	" 159,201 "	" 559,940 "	" 8,630 "	" 27,554 "	" 66,799 "	" 253,967 "	" 54,947 "	" 53,251 "	" 7,560 "
2000	 <1 	 CN 		 3 	 6 	 3 	 72 	 11 	 42 	 2 	 1 	 4 	 26 	 7 	 258 	 -   	 89 	 -   	 243 	 3 	 553 	 12 	 2 	 49 	 3 	 -   		 183 	 15 		 95 	 21 	 1 	 85 	 2 	 8 	 508 	 2 	 18 	 7 	 17 	 11 		 43 	 1 	 388 	 5 	 11 	 2 	 11 	" 2,052 "	" 2,125 "	 3 	
2000	 <1 	 MN 					 1 	 16 													 54 			 2 	 3 	 -   	 7 			 1 						 8 	 1 									 162 					 1 	 1 		
2000	 <1 	 Total 		 3 	 6 	 3 	 73 	 27 	 42 	 2 	 1 	 4 	 26 	 7 	 258 	 -   	 89 	 -   	 243 	 3 	 607 	 12 	 2 	 51 	 6 	 -   	 7 	 183 	 15 	 1 	 95 	 21 	 1 	 85 	 2 	 16 	 509 	 2 	 18 	 7 	 17 	 11 	 -   	 43 	 1 	 550 	 5 	 11 	 2 	 11 	" 2,053 "	" 2,126 "	 3 	 -   
2000	 1-2 	 CN 		" 1,629 "	 418 	 509 	" 1,554 "	" 10,432 "	" 4,186 "	 945 	 85 	 882 	" 5,256 "	" 1,864 "	" 2,333 "	 159 	" 5,699 "	" 2,410 "	" 1,186 "	 267 	" 3,819 "	" 3,215 "	 195 	 563 	 350 	 379 	 291 	" 3,635 "	" 1,322 "	 166 	 635 	" 1,029 "	 121 	" 1,704 "	" 1,243 "	" 1,276 "	" 4,203 "	 68 	" 3,177 "	 669 	 963 	" 1,864 "	 116 	" 15,512 "	 151 	" 3,222 "	" 46,315 "	 518 	 412 	 916 	" 16,292 "	" 1,619 "	 432 	 129 
2000	 1-2 	 MN 					 123 	" 6,695 "		 22 		 19 	 3 				 19 		 2 		 522 	 2 		 19 	 411 	 4 	 607 			 1 			 2 			" 1,141 "	 4 			 2 		 15 				" 3,072 "	 19 	 2 			 2 		 70 	
2000	 1-2 	 Total 		" 1,629 "	 418 	 509 	" 1,677 "	" 17,127 "	" 4,186 "	 967 	 85 	 901 	" 5,259 "	" 1,864 "	" 2,333 "	 159 	" 5,718 "	" 2,410 "	" 1,188 "	 267 	" 4,341 "	" 3,217 "	 195 	 582 	 761 	 383 	 898 	" 3,635 "	" 1,322 "	 167 	 635 	" 1,029 "	 123 	" 1,704 "	" 1,243 "	" 2,417 "	" 4,207 "	 68 	" 3,177 "	 671 	 963 	" 1,879 "	 116 	" 15,512 "	 151 	" 6,294 "	" 46,334 "	 520 	 412 	 916 	" 16,294 "	" 1,619 "	 502 	 129 
2000	 3-5 	 CN 		" 15,938 "	" 3,261 "	" 14,674 "	" 7,621 "	" 97,649 "	" 17,759 "	" 9,040 "	" 1,355 "	" 2,661 "	" 44,032 "	" 33,236 "	" 6,133 "	" 3,598 "	" 58,786 "	" 22,975 "	" 7,840 "	" 4,580 "	" 10,637 "	" 23,384 "	" 4,328 "	" 5,970 "	" 8,689 "	" 23,234 "	" 4,774 "	" 16,825 "	" 18,228 "	" 1,963 "	" 8,346 "	" 3,524 "	" 2,790 "	" 12,266 "	" 9,102 "	" 22,341 "	" 17,138 "	 696 	" 48,171 "	" 7,933 "	" 8,868 "	" 25,145 "	" 4,714 "	" 15,512 "	" 1,480 "	" 13,486 "	" 126,709 "	" 2,280 "	" 4,195 "	" 13,237 "	" 51,139 "	" 12,122 "	" 9,648 "	" 1,441 "
2000	 3-5 	 MN 					 604 	" 48,908 "		 210 		 146 	 26 				 177 		 3 		" 1,688 "	 7 		 240 	" 12,401 "	 97 	" 9,406 "						 42 			" 15,380 "	 11 			 9 		 229 				" 15,493 "	 92 	 13 	 4 	 10 	 1 		" 1,595 "	
2000	 3-5 	 Total 		" 15,938 "	" 3,261 "	" 14,674 "	" 8,225 "	" 146,557 "	" 17,759 "	" 9,250 "	" 1,355 "	" 2,807 "	" 44,058 "	" 33,236 "	" 6,133 "	" 3,598 "	" 58,963 "	" 22,975 "	" 7,843 "	" 4,580 "	" 12,325 "	" 23,391 "	" 4,328 "	" 6,210 "	" 21,090 "	" 23,331 "	" 14,180 "	" 16,825 "	" 18,228 "	" 1,963 "	" 8,346 "	" 3,524 "	" 2,832 "	" 12,266 "	" 9,102 "	" 37,721 "	" 17,149 "	 696 	" 48,171 "	" 7,942 "	" 8,868 "	" 25,374 "	" 4,714 "	" 15,512 "	" 1,480 "	" 28,979 "	" 126,801 "	" 2,293 "	" 4,199 "	" 13,247 "	" 51,140 "	" 12,122 "	" 11,243 "	" 1,441 "
2000	 6-9 	 CN 		" 22,371 "	" 6,145 "	" 22,482 "	" 10,903 "	" 161,053 "	" 20,409 "	" 16,309 "	" 3,126 "	" 4,473 "	" 72,179 "	" 47,146 "	" 7,567 "	" 6,900 "	" 87,095 "	" 37,051 "	" 12,318 "	" 6,805 "	" 11,598 "	" 32,753 "	" 8,817 "	" 10,053 "	" 14,258 "	" 51,168 "	" 8,352 "	" 19,341 "	" 30,836 "	" 3,109 "	" 14,039 "	" 5,138 "	" 5,682 "	" 21,620 "	" 16,228 "	" 38,654 "	" 31,446 "	 838 	" 73,602 "	" 14,804 "	" 14,611 "	" 43,824 "	" 8,908 "	" 29,276 "	" 2,647 "	" 22,787 "	" 162,519 "	" 2,599 "	" 8,133 "	" 20,735 "	" 74,038 "	" 17,750 "	" 16,423 "	" 2,461 "
2000	 6-9 	 MN 					 965 	" 86,509 "		 411 		 217 	 116 	 5 			 654 		 9 	 15 	" 1,834 "	 6 	 2 	 388 	" 24,651 "	 262 	" 16,960 "						 121 			" 31,877 "	 36 			 12 		 588 				" 26,140 "	 157 	 34 	 22 	 20 	 4 	 3 	 239 	
2000	 6-9 	 Total 		" 22,371 "	" 6,145 "	" 22,482 "	" 11,868 "	" 247,562 "	" 20,409 "	" 16,720 "	" 3,126 "	" 4,690 "	" 72,295 "	" 47,151 "	" 7,567 "	" 6,900 "	" 87,749 "	" 37,051 "	" 12,327 "	" 6,820 "	" 13,432 "	" 32,759 "	" 8,819 "	" 10,441 "	" 38,909 "	" 51,430 "	" 25,312 "	" 19,341 "	" 30,836 "	" 3,109 "	" 14,039 "	" 5,138 "	" 5,803 "	" 21,620 "	" 16,228 "	" 70,531 "	" 31,482 "	 838 	" 73,602 "	" 14,816 "	" 14,611 "	" 44,412 "	" 8,908 "	" 29,276 "	" 2,647 "	" 48,927 "	" 162,676 "	" 2,633 "	" 8,155 "	" 20,755 "	" 74,042 "	" 17,753 "	" 16,662 "	" 2,461 "
2000	 10-14 	 CN 		" 19,019 "	" 6,465 "	" 18,978 "	" 9,816 "	" 148,324 "	" 19,873 "	" 16,016 "	" 2,456 "	" 3,588 "	" 70,416 "	" 43,646 "	" 6,311 "	" 6,317 "	" 70,093 "	" 33,112 "	" 12,465 "	" 6,813 "	" 11,740 "	" 30,486 "	" 10,795 "	" 9,593 "	" 15,367 "	" 44,940 "	" 9,611 "	" 16,806 "	" 28,886 "	" 3,021 "	" 13,694 "	" 4,355 "	" 6,044 "	" 21,965 "	" 15,113 "	" 37,975 "	" 31,310 "	 970 	" 68,169 "	" 14,727 "	" 14,317 "	" 44,679 "	" 8,506 "	" 29,565 "	" 2,254 "	" 21,332 "	" 143,211 "	" 2,158 "	" 9,128 "	" 20,612 "	" 67,347 "	" 18,667 "	" 15,743 "	" 2,260 "
2000	 10-14 	 MN 					 926 	" 59,631 "		 404 		 226 	 146 	 7 			 564 		 14 	 39 	" 1,730 "	 4 	 2 	 427 	" 27,079 "	 509 	" 18,914 "			 5 			 158 			" 28,942 "	 62 			 13 		 818 	 5 			" 24,631 "	 180 	 39 	 28 	 40 	 5 	 7 	 17 	
2000	 10-14 	 Total 		" 19,019 "	" 6,465 "	" 18,978 "	" 10,742 "	" 207,955 "	" 19,873 "	" 16,420 "	" 2,456 "	" 3,814 "	" 70,562 "	" 43,653 "	" 6,311 "	" 6,317 "	" 70,657 "	" 33,112 "	" 12,479 "	" 6,852 "	" 13,470 "	" 30,490 "	" 10,797 "	" 10,020 "	" 42,446 "	" 45,449 "	" 28,525 "	" 16,806 "	" 28,886 "	" 3,026 "	" 13,694 "	" 4,355 "	" 6,202 "	" 21,965 "	" 15,113 "	" 66,917 "	" 31,372 "	 970 	" 68,169 "	" 14,740 "	" 14,317 "	" 45,497 "	" 8,511 "	" 29,565 "	" 2,254 "	" 45,963 "	" 143,391 "	" 2,197 "	" 9,156 "	" 20,652 "	" 67,352 "	" 18,674 "	" 15,760 "	" 2,260 "
2000	 15-18 	 CN 		" 7,388 "	" 3,169 "	" 6,628 "	" 3,492 "	" 70,998 "	" 9,932 "	" 6,175 "	 719 	" 1,135 "	" 28,983 "	" 20,141 "	" 3,168 "	" 2,925 "	" 24,459 "	" 14,908 "	" 7,054 "	" 3,605 "	" 6,484 "	" 15,028 "	" 6,203 "	" 2,882 "	" 7,498 "	" 19,528 "	" 4,907 "	" 7,436 "	" 13,227 "	" 1,404 "	" 7,026 "	" 1,464 "	" 2,845 "	" 11,106 "	" 6,868 "	" 17,553 "	" 13,681 "	 448 	" 29,804 "	" 7,276 "	" 7,371 "	" 20,071 "	" 3,679 "	" 12,580 "	" 1,031 "	" 7,928 "	" 64,221 "	 852 	" 4,695 "	" 9,589 "	" 36,578 "	" 1,227 "	" 7,583 "	" 1,076 "
2000	 15-18 	 MN 					 421 	" 32,065 "		 520 		 159 	 62 	 2 			 494 		 14 	 18 	" 1,077 "	 5 	 7 	 278 	" 13,784 "	 216 	" 10,823 "			 16 	 1 		 74 			" 13,448 "	 53 			 18 		" 1,627 "	 18 			" 14,045 "	 196 	 16 	 176 	 41 	 5 	 6 	 28 	
2000	 15-18 	 Total 		" 7,388 "	" 3,169 "	" 6,628 "	" 3,913 "	" 103,063 "	" 9,932 "	" 6,695 "	 719 	" 1,294 "	" 29,045 "	" 20,143 "	" 3,168 "	" 2,925 "	" 24,953 "	" 14,908 "	" 7,068 "	" 3,623 "	" 7,561 "	" 15,033 "	" 6,210 "	" 3,160 "	" 21,282 "	" 19,744 "	" 15,730 "	" 7,436 "	" 13,227 "	" 1,420 "	" 7,027 "	" 1,464 "	" 2,919 "	" 11,106 "	" 6,868 "	" 31,001 "	" 13,734 "	 448 	" 29,804 "	" 7,294 "	" 7,371 "	" 21,698 "	" 3,697 "	" 12,580 "	" 1,031 "	" 21,973 "	" 64,417 "	 868 	" 4,871 "	" 9,630 "	" 36,583 "	" 1,233 "	" 7,611 "	" 1,076 "
2000	 19-20 	 CN 		 522 	 528 	" 1,465 "	 448 	" 12,282 "	" 1,326 "	" 1,121 "	 111 	 338 	" 4,285 "	" 4,465 "	 621 	 440 	" 6,010 "	" 2,816 "	" 1,799 "	 422 	" 2,766 "	" 3,420 "	" 1,444 "	 849 	" 1,903 "	" 3,872 "	 982 	" 1,136 "	" 2,332 "	 266 	" 1,654 "	 460 	 337 	" 2,435 "	 817 	" 4,982 "	" 2,698 "	 81 	" 6,510 "	 661 	" 2,295 "	" 4,339 "	 628 	" 2,055 "	" 5,109 "	" 1,865 "	" 15,806 "	 108 	 647 	" 1,576 "	" 6,500 "	" 1,419 "	" 1,447 "	 193 
2000	 19-20 	 MN 					 44 	" 15,171 "		 94 		 25 	 66 						 56 	 3 	 217 	 3 	 1 	 82 	" 3,041 "	 202 	" 3,774 "			 2 	 4 		 19 			" 5,438 "	 26 			 3 		" 1,765 "	 4 			" 4,650 "	 510 		 112 	 12 	 3 	 1 	 23 	
2000	 19-20 	 Total 		 522 	 528 	" 1,465 "	 492 	" 27,453 "	" 1,326 "	" 1,215 "	 111 	 363 	" 4,351 "	" 4,465 "	 621 	 440 	" 6,010 "	" 2,816 "	" 1,855 "	 425 	" 2,983 "	" 3,423 "	" 1,445 "	 931 	" 4,944 "	" 4,074 "	" 4,756 "	" 1,136 "	" 2,332 "	 268 	" 1,658 "	 460 	 356 	" 2,435 "	 817 	" 10,420 "	" 2,724 "	 81 	" 6,510 "	 664 	" 2,295 "	" 6,104 "	 632 	" 2,055 "	" 5,109 "	" 6,515 "	" 16,316 "	 108 	 759 	" 1,588 "	" 6,503 "	" 1,420 "	" 1,470 "	 193 
