Year	 range 	 type 	 US 	 AL 	 AK 	 AZ 	 AR 	 CA 	 CO 	 CT 	 DE 	 DC 	 FL 	 GA 	 HI 	 ID 	 IL 	 IN 	 IA 	 KS 	 KY 	 LA 	 ME 	 MD 	 MA 	 MI 	 MN 	 MS 	 MO 	 MT 	 NE 	 NV 	 NH 	 NJ 	 NM 	 NY 	 NC 	 ND 	 OH 	 OK 	 OR 	 PA 	 RI 	 SC 	 SD 	 TN 	 TX 	 UT 	 VT 	 VA 	 WA 	 WV 	 WI 	 WY 
2001	 1-2 	 Total 		" 1,601 "	 298 	 792 	 712 	" 9,842 "	 714 	 165 	 174 	 866 	" 3,867 "	" 3,544 "	 -   	 351 	" 1,564 "	" 1,415 "	 266 	 144 	 695 	" 2,003 "	 49 	 417 	 526 	 989 	 451 	" 2,039 "	 409 	 145 	 367 	 462 	 81 	 907 	 828 	" 1,079 "	 897 	 51 	 734 	 487 	 531 	" 1,410 "	 39 	 310 	 109 	 771 	" 7,868 "	 550 	 166 	 620 	" 5,131 "	 854 	 426 	 108 
2001	 3-5 	 CN 		" 14,303 "	" 2,224 "	" 10,718 "	" 5,775 "	" 99,570 "	" 5,498 "	 1 	" 2,002 "	" 1,687 "	" 30,578 "	" 42,582 "		" 3,955 "	" 32,703 "	" 14,961 "	" 3,785 "	" 2,458 "	" 7,879 "	" 5,003 "	 346 	" 4,241 "	" 2,977 "	" 30,236 "	" 4,708 "	" 11,996 "	" 6,241 "	" 1,343 "	" 4,330 "	" 2,316 "	 985 	" 6,256 "	" 7,041 "	" 8,548 "	" 13,621 "	 777 	" 13,364 "	" 5,954 "	" 6,200 "	" 16,697 "	" 1,399 "	" 6,368 "	" 1,058 "	" 4,881 "	" 60,960 "	" 3,826 "	" 1,713 "	" 6,282 "	" 33,559 "	" 5,938 "	" 3,827 "	" 1,150 "
2001	 3-5 	 MN 		 -   	 -   	 -   	 273 	" 11,621 "	 -   	" 2,956 "	 -   	 61 	 20 	 -   	 -   	 -   	 110 	 -   	 1 	 25 	" 1,091 "	 4 	 -   	 184 	" 4,267 "	 147 	" 1,607 "						 14 			" 6,881 "	 14 					 114 				" 3,488 "	 49 	 25 					 674 	
2001	 3-5 	 Total 		" 14,303 "	" 2,224 "	" 10,718 "	" 6,048 "	" 111,191 "	" 5,498 "	" 2,957 "	" 2,002 "	" 1,748 "	" 30,598 "	" 42,582 "	 -   	" 3,955 "	" 32,813 "	" 14,961 "	" 3,786 "	" 2,483 "	" 8,970 "	" 5,007 "	 346 	" 4,425 "	" 7,244 "	" 30,383 "	" 6,315 "	" 11,996 "	" 6,241 "	" 1,343 "	" 4,330 "	" 2,316 "	 999 	" 6,256 "	" 7,041 "	" 15,429 "	" 13,635 "	 777 	" 13,364 "	" 5,954 "	" 6,200 "	" 16,811 "	" 1,399 "	" 6,368 "	" 1,058 "	" 8,369 "	" 61,009 "	" 3,851 "	" 1,713 "	" 6,282 "	" 33,559 "	" 5,938 "	" 4,501 "	" 1,150 "
2001	 6-9 	 CN 		" 19,461 "	" 4,470 "	" 16,255 "	" 8,712 "	" 190,096 "	" 8,430 "	 2 	" 2,541 "	" 3,947 "	" 44,738 "	" 56,803 "		" 7,068 "	" 58,039 "	" 28,678 "	" 7,825 "	" 4,242 "	" 17,149 "	" 5,147 "	 727 	" 9,908 "	" 7,339 "	" 55,221 "	" 8,622 "	" 15,171 "	" 13,117 "	" 2,265 "	" 9,030 "	" 3,872 "	" 2,665 "	" 13,669 "	" 12,618 "	" 18,708 "	" 26,468 "	" 1,457 "	" 27,836 "	" 11,225 "	" 10,544 "	" 34,064 "	" 4,392 "	" 15,172 "	" 1,781 "	" 10,499 "	" 96,520 "	" 3,430 "	" 4,353 "	" 11,848 "	" 55,972 "	" 11,208 "	" 8,640 "	" 1,810 "
2001	 6-9 	 MN 		 -   	 -   	 -   	 464 	" 19,466 "	 -   	" 8,310 "	 -   	 102 	 65 	 1 	 -   	 -   	 304 	 -   	 4 	 60 	" 2,268 "	 2 	 -   	 184 	" 12,678 "	 325 	" 5,026 "			 4 			 52 			" 21,391 "	 30 			 5 		 499 				" 8,557 "	 121 	 36 		 10 	 2 	 1 	 106 	
2001	 6-9 	 Total 		" 19,461 "	" 4,470 "	" 16,255 "	" 9,176 "	" 209,562 "	" 8,430 "	" 8,312 "	" 2,541 "	" 4,049 "	" 44,803 "	" 56,804 "	 -   	" 7,068 "	" 58,343 "	" 28,678 "	" 7,829 "	" 4,302 "	" 19,417 "	" 5,149 "	 727 	" 10,092 "	" 20,017 "	" 55,546 "	" 13,648 "	" 15,171 "	" 13,117 "	" 2,269 "	" 9,030 "	" 3,872 "	" 2,717 "	" 13,669 "	" 12,618 "	" 40,099 "	" 26,498 "	" 1,457 "	" 27,836 "	" 11,230 "	" 10,544 "	" 34,563 "	" 4,392 "	" 15,172 "	" 1,781 "	" 19,056 "	" 96,641 "	" 3,466 "	" 4,353 "	" 11,858 "	" 55,974 "	" 11,209 "	" 8,746 "	" 1,810 "
2001	 10-14 	 CN 		" 15,845 "	" 4,644 "	" 12,715 "	" 7,861 "	" 162,936 "	" 7,434 "	 5 	" 2,190 "	" 3,517 "	" 44,428 "	" 55,442 "		" 6,710 "	" 53,358 "	" 26,734 "	" 7,835 "	" 4,080 "	" 19,786 "	" 5,287 "	 877 	" 9,908 "	" 8,045 "	" 51,501 "	" 8,405 "	" 14,514 "	" 13,747 "	" 2,060 "	" 8,266 "	" 3,455 "	" 3,668 "	" 17,416 "	" 12,177 "	" 24,573 "	" 24,751 "	" 1,492 "	" 27,455 "	" 11,360 "	" 9,712 "	" 36,740 "	" 5,468 "	" 13,782 "	" 1,735 "	" 11,320 "	" 89,660 "	" 2,978 "	" 5,030 "	" 12,439 "	" 49,061 "	" 12,188 "	" 9,002 "	" 1,630 "
2001	 10-14 	 MN 		 -   	 -   	 -   	 481 	" 16,269 "	 -   	" 10,212 "	 -   	 110 	 95 	 2 	 -   	 -   	 457 	 -   	 6 	 67 	" 2,550 "	 2 	 -   	 422 	" 14,132 "	 341 	" 6,063 "			 9 			 74 			" 25,527 "	 59 			 10 		 499 	 1 			" 10,080 "	 160 	 37 		 9 	 2 	 2 	 11 	
2001	 10-14 	 Total 		" 15,845 "	" 4,644 "	" 12,715 "	" 8,342 "	" 179,205 "	" 7,434 "	" 10,217 "	" 2,190 "	" 3,627 "	" 44,523 "	" 55,444 "	 -   	" 6,710 "	" 53,815 "	" 26,734 "	" 7,841 "	" 4,147 "	" 22,336 "	" 5,289 "	 877 	" 10,330 "	" 22,177 "	" 51,842 "	" 14,468 "	" 14,514 "	" 13,747 "	" 2,069 "	" 8,266 "	" 3,455 "	" 3,742 "	" 17,416 "	" 12,177 "	" 50,100 "	" 24,810 "	" 1,492 "	" 27,455 "	" 11,370 "	" 9,712 "	" 37,239 "	" 5,469 "	" 13,782 "	" 1,735 "	" 21,400 "	" 89,820 "	" 3,015 "	" 5,030 "	" 12,448 "	" 49,063 "	" 12,190 "	" 9,013 "	" 1,630 "
2001	 15-18 	 CN 		" 8,572 "	" 3,213 "	" 5,419 "	" 3,905 "	" 86,862 "	" 4,458 "	 12 	" 1,222 "	" 1,100 "	" 53,523 "	" 27,282 "		" 4,099 "	" 26,493 "	" 156,624 "	" 5,249 "	" 3,038 "	" 14,139 "	" 5,074 "	 888 	" 6,584 "	" 5,155 "	" 20,925 "	" 5,837 "	" 9,374 "	" 9,209 "	" 1,350 "	" 5,375 "	" 1,511 "	" 2,308 "	" 10,613 "	" 7,069 "	" 15,145 "	" 14,752 "	 960 	" 17,504 "	" 7,040 "	" 6,944 "	" 20,702 "	" 3,207 "	" 9,313 "	" 1,118 "	" 6,926 "	" 50,476 "	" 2,122 "	" 3,409 "	" 7,781 "	" 30,256 "	" 1,509 "	" 6,264 "	" 1,048 "
2001	 15-18 	 MN 					 274 	" 13,797 "		" 5,645 "		 66 	 65 	 5 			 606 		 14 	 44 	" 2,228 "	 7 	 1 	 393 	" 9,606 "	 193 	" 4,647 "			 31 			 49 			" 15,493 "	 65 			 9 		" 1,081 "	 6 			" 7,800 "	 228 	 33 	 57 	 18 	 1 	 3 	 35 	
2001	 15-18 	 Total 		" 8,572 "	" 3,213 "	" 5,419 "	" 4,179 "	" 100,659 "	" 4,458 "	" 5,657 "	" 1,222 "	" 1,166 "	" 53,588 "	" 27,287 "	 -   	" 4,099 "	" 27,099 "	" 156,624 "	" 5,263 "	" 3,082 "	" 16,367 "	" 5,081 "	 889 	" 4,344 "	" 14,761 "	" 21,118 "	" 10,484 "	" 9,374 "	" 9,209 "	" 1,381 "	" 5,375 "	" 1,511 "	" 2,357 "	" 10,613 "	" 7,069 "	" 30,638 "	" 14,817 "	 960 	" 17,504 "	" 7,049 "	" 6,944 "	" 21,783 "	" 3,213 "	" 9,313 "	" 1,118 "	" 14,726 "	" 50,704 "	" 2,155 "	" 3,466 "	" 7,799 "	" 30,257 "	" 1,512 "	" 6,299 "	" 1,048 "
2001	 19-20 	 CN 		 788 	 756 	" 1,800 "	 450 	" 17,884 "	" 1,117 "	 56 	 381 	 383 	" 4,934 "	" 7,495 "		 796 	" 7,127 "	" 4,273 "	" 1,895 "	 564 	" 3,674 "	 409 	 548 	" 1,619 "	" 1,715 "	" 4,241 "	" 2,292 "	" 1,991 "	" 1,934 "	 310 	" 1,648 "	 491 	 318 	" 2,282 "	" 1,121 "	" 4,691 "	" 3,728 "	 393 	" 5,679 "	 799 	" 2,864 "	" 6,190 "	 703 	" 2,262 "	 219 	" 1,515 "	" 16,343 "	 610 	 745 	" 1,797 "	" 5,113 "	" 1,797 "	" 1,712 "	 256 
2001	 19-20 	 MN 		 -   	 -   	 -   	 42 	" 14,898 "	 -   	" 1,403 "	 -   	 17 	 83 	 2 	 -   	 -   	 -   	 -   	 65 	 27 	 384 	 6 	 -   	 226 	" 2,758 "	 127 	" 1,951 "						 13 			" 6,206 "	 35 			 6 		" 2,493 "	 5 			" 3,839 "	 845 	 10 	 44 	 4 	 1 	 1 	 18 	
2001	 19-20 	 Total 		 788 	 756 	" 1,800 "	 492 	" 32,782 "	" 1,117 "	" 1,459 "	 381 	 400 	" 5,017 "	" 7,497 "	 -   	 796 	" 7,127 "	" 4,273 "	" 1,960 "	 591 	" 4,058 "	 415 	 548 	" 2,912 "	" 4,473 "	" 4,368 "	" 4,243 "	" 1,991 "	" 1,934 "	 310 	" 1,648 "	 491 	 331 	" 2,282 "	" 1,121 "	" 10,897 "	" 3,763 "	 393 	" 5,679 "	 805 	" 2,864 "	" 8,683 "	 708 	" 2,262 "	 219 	" 5,354 "	" 17,188 "	 620 	 789 	" 1,801 "	" 5,114 "	" 1,798 "	" 1,730 "	 256 
2000	 Total 	 CN 		" 39,614 "	" 14,045 "	" 47,936 "	" 15,183 "	" 444,828 "	" 42,116 "	" 28,756 "	" 6,367 "	" 10,713 "	" 160,301 "	" 170,021 "	" 16,108 "	" 17,668 "	" 157,028 "	" 71,488 "	" 22,782 "	" 11,544 "	" 59,503 "	" 70,301 "	" 27,461 "	" 17,939 "	" 26,908 "	" 62,977 "	" 16,607 "	" 43,019 "	" 40,065 "	" 6,996 "	" 25,940 "	" 8,868 "	" 9,419 "	" 47,785 "	" 29,585 "	" 73,968 "	" 60,148 "	" 2,112 "	" 91,983 "	" 30,248 "	" 36,511 "	" 82,958 "	" 14,667 "	" 45,509 "	" 2,445 "	" 36,199 "	" 328,821 "	" 14,659 "	" 14,238 "	" 35,922 "	" 156,611 "	" 33,999 "	" 30,550 "	" 5,057 "
2000	 Total 	 MN 					" 1,461 "	" 213,224 "		" 1,106 "		 359 	 321 	 18 			" 1,447 "		 70 	 32 	" 9,417 "	 20 	 15 	 870 	" 42,746 "	 621 	" 33,201 "			 25 	 6 		 248 			" 62,838 "	 151 			 49 		" 4,423 "	 20 			" 54,009 "	" 1,285 "	 187 	 300 	 54 	 17 	 14 	 936 	
2000	 Total 	 Total 		" 39,614 "	" 14,045 "	" 47,936 "	" 16,644 "	" 658,052 "	" 42,116 "	" 29,862 "	" 6,367 "	" 11,072 "	" 160,622 "	" 170,039 "	" 16,108 "	" 17,668 "	" 158,475 "	" 71,488 "	" 22,852 "	" 11,576 "	" 68,920 "	" 70,321 "	" 27,476 "	" 18,809 "	" 69,654 "	" 63,598 "	" 49,808 "	" 43,019 "	" 40,065 "	" 7,021 "	" 25,946 "	" 8,868 "	" 9,667 "	" 47,785 "	" 29,585 "	" 136,806 "	" 60,299 "	" 2,112 "	" 91,983 "	" 30,297 "	" 36,511 "	" 87,381 "	" 14,687 "	" 45,509 "	" 2,445 "	" 90,208 "	" 330,106 "	" 14,846 "	" 14,538 "	" 35,976 "	" 156,628 "	" 34,013 "	" 31,486 "	" 5,057 "
2000	 <1 	 CN 		 26 	 2 	 18 	 7 	 27 	 12 	 3 	 3 	 6 	 40 	 51 	 22 	 6 	 32 	 19 	 9 	 3 	 15 	 15 	 4 	 5 	 7 	 20 	 1 	 70 	 6 		 156 	 21 	 1 	 62 	 8 	 4 	 32 	 3 	 24 	 5 	 9 	 13 	 3 	 20 	 -   	 265 	 39 	 16 	 1 	 11 	 392 	" 1,929 "	 21 	 1 
2000	 <1 	 MN 					 1 	 17 													 1 			 1 	 4 		 4 			 2 						 9 	 5 									 145 								
2000	 <1 	 Total 		 26 	 2 	 18 	 8 	 44 	 12 	 3 	 3 	 6 	 40 	 51 	 22 	 6 	 32 	 19 	 9 	 3 	 16 	 15 	 4 	 6 	 11 	 20 	 5 	 70 	 6 	 2 	 156 	 21 	 1 	 62 	 8 	 13 	 37 	 3 	 24 	 5 	 9 	 13 	 3 	 20 	 -   	 410 	 39 	 16 	 1 	 11 	 392 	" 1,929 "	 21 	 1 
2000	 1-2 	 CN 		" 1,212 "	 253 	 735 	 414 	" 6,989 "	" 1,232 "	 207 	 112 	 678 	" 3,465 "	" 2,808 "	 928 	 270 	" 1,447 "	" 1,255 "	 175 	 133 	 654 	" 1,714 "	 232 	 234 	 277 	 503 	 166 	" 1,578 "	 385 	 138 	 329 	 443 	 64 	 866 	 502 	 446 	 681 	 40 	" 1,146 "	 409 	 664 	" 1,353 "	 51 	 573 	 3 	" 1,195 "	" 10,659 "	 631 	 161 	 560 	" 6,140 "	 999 	 296 	 95 
2000	 1-2 	 MN 					 37 	 438 		 5 		 6 					 5 				 102 	 2 		 8 	 313 	 2 	 300 			 3 			 2 			 445 	 1 					 10 				" 1,541 "	 8 	 4 			 1 		 50 	
2000	 1-2 	 Total 		" 1,212 "	 253 	 735 	 451 	" 7,427 "	" 1,232 "	 212 	 112 	 684 	" 3,465 "	" 2,808 "	 928 	 270 	" 1,452 "	" 1,255 "	 175 	 133 	 756 	" 1,716 "	 232 	 242 	 590 	 505 	 466 	" 1,578 "	 385 	 141 	 329 	 443 	 66 	 866 	 502 	 891 	 682 	 40 	" 1,146 "	 409 	 664 	" 1,363 "	 51 	 573 	 3 	" 2,736 "	" 10,667 "	 635 	 161 	 560 	" 6,141 "	 999 	 346 	 95 
2000	 3-5 	 CN 		" 8,856 "	" 2,064 "	" 10,116 "	" 3,077 "	" 78,560 "	" 9,656 "	" 3,050 "	" 1,537 "	" 2,110 "	" 29,358 "	" 38,149 "	" 3,873 "	" 3,158 "	" 29,197 "	" 11,595 "	" 3,018 "	" 1,849 "	" 7,701 "	" 11,998 "	" 3,207 "	" 2,310 "	" 3,317 "	" 8,967 "	" 2,179 "	" 9,518 "	" 5,663 "	" 1,379 "	" 3,808 "	" 1,887 "	 923 	" 6,021 "	" 4,916 "	" 7,935 "	" 9,190 "	 410 	" 15,056 "	" 4,627 "	" 5,853 "	" 11,288 "	" 1,415 "	" 6,558 "	 105 	" 5,741 "	" 63,110 "	" 4,000 "	" 1,567 "	" 5,654 "	" 30,950 "	" 6,047 "	" 4,214 "	 944 
2000	 3-5 	 MN 					 254 	" 39,939 "		 71 		 59 	 18 	 1 			 107 		 1 		" 1,201 "	 5 		 101 	" 4,273 "	 52 	" 3,901 "						 16 			" 6,012 "	 13 			 6 		 108 				" 7,578 "	 67 	 25 	 1 	 4 	 1 	 1 	 678 	
2000	 3-5 	 Total 		" 8,856 "	" 2,064 "	" 10,116 "	" 3,331 "	" 118,499 "	" 9,656 "	" 3,121 "	" 1,537 "	" 2,169 "	" 29,376 "	" 38,150 "	" 3,873 "	" 3,158 "	" 29,304 "	" 11,595 "	" 3,019 "	" 1,849 "	" 8,902 "	" 12,003 "	" 3,207 "	" 2,411 "	" 7,590 "	" 9,019 "	" 6,080 "	" 9,518 "	" 5,663 "	" 1,379 "	" 3,808 "	" 1,887 "	 939 	" 6,021 "	" 4,916 "	" 13,947 "	" 9,203 "	 410 	" 15,056 "	" 4,633 "	" 5,853 "	" 11,396 "	" 1,415 "	" 6,558 "	 105 	" 13,319 "	" 63,177 "	" 4,025 "	" 1,568 "	" 5,658 "	" 30,951 "	" 6,048 "	" 4,892 "	 944 
2000	 6-9 	 CN 		" 13,419 "	" 4,126 "	" 16,964 "	" 5,075 "	" 148,381 "	" 12,428 "	" 8,749 "	" 1,908 "	" 3,759 "	" 50,817 "	" 51,285 "	" 4,855 "	" 5,725 "	" 51,513 "	" 22,976 "	" 6,664 "	" 3,592 "	" 16,303 "	" 21,227 "	" 7,279 "	" 5,503 "	" 8,039 "	" 21,055 "	" 4,929 "	" 12,113 "	" 12,580 "	" 2,137 "	" 8,393 "	" 3,015 "	" 2,711 "	" 13,464 "	" 9,388 "	" 20,141 "	" 18,284 "	 551 	" 27,858 "	" 9,567 "	" 10,870 "	" 25,027 "	" 4,535 "	" 14,551 "	 242 	" 10,711 "	" 1,002,773 "	" 3,841 "	" 4,277 "	" 10,849 "	" 49,550 "	" 10,978 "	" 9,241 "	" 1,615 "
2000	 6-9 	 MN 					 470 	" 69,715 "		 220 		 103 	 71 	 5 			 425 		 2 	 6 	" 2,580 "	 3 	 2 	 199 	" 12,794 "	 123 	" 9,501 "						 51 			" 18,129 "	 21 			 7 		 342 				" 13,902 "		 48 	 13 	 8 	 2 	 2 	 144 	
2000	 6-9 	 Total 		" 13,419 "	" 4,126 "	" 16,964 "	" 5,545 "	" 218,096 "	" 12,428 "	" 8,969 "	" 1,908 "	" 3,862 "	" 50,888 "	" 51,290 "	" 4,855 "	" 5,725 "	" 51,938 "	" 22,976 "	" 6,666 "	" 3,598 "	" 18,883 "	" 21,230 "	" 7,281 "	" 5,702 "	" 20,833 "	" 21,178 "	" 14,430 "	" 12,113 "	" 12,580 "	" 2,137 "	" 8,393 "	" 3,015 "	" 2,762 "	" 13,464 "	" 9,388 "	" 38,270 "	" 18,305 "	 551 	" 27,858 "	" 9,574 "	" 10,870 "	" 25,369 "	" 4,535 "	" 14,551 "	 242 	" 24,613 "	" 1,002,773 "	" 3,889 "	" 4,290 "	" 10,857 "	" 49,552 "	" 10,980 "	" 9,385 "	" 1,615 "
2000	 10-14 	 CN 		" 10,143 "	" 4,185 "	" 12,961 "	" 4,323 "	" 126,273 "	" 10,927 "	" 10,182 "	" 1,607 "	" 2,850 "	" 48,685 "	" 47,180 "	" 3,702 "	" 5,008 "	" 45,610 "	" 20,090 "	" 6,577 "	" 3,266 "	" 17,985 "	" 19,460 "	" 9,072 "	" 5,809 "	" 8,322 "	" 18,460 "	" 5,032 "	" 11,170 "	" 11,972 "	" 1,876 "	" 7,236 "	" 2,310 "	" 3,367 "	" 15,851 "	" 8,766 "	" 24,953 "	" 17,267 "	 630 	" 25,259 "	" 9,127 "	" 9,586 "	" 25,840 "	" 5,099 "	" 13,063 "	 176 	" 10,902 "	" 88,683 "	" 3,073 "	" 4,639 "	" 10,492 "	" 40,304 "	" 11,151 "	" 9,128 "	" 1,399 "
2000	 10-14 	 MN 					 421 	" 49,996 "		 257 		 98 	 100 	 8 			 403 		 8 	 14 	" 2,731 "	 3 	 2 	 254 	" 13,488 "	 130 	" 9,304 "			 3 	 1 		 103 			" 20,457 "	 32 			 8 		 473 				" 14,692 "	 173 	 60 	 21 	 14 	 6 	 7 	 14 	
2000	 10-14 	 Total 		" 10,143 "	" 4,185 "	" 12,961 "	" 4,744 "	" 176,269 "	" 10,927 "	" 10,439 "	" 1,607 "	" 2,948 "	" 48,785 "	" 47,188 "	" 3,702 "	" 5,008 "	" 46,013 "	" 20,090 "	" 6,585 "	" 3,280 "	" 20,716 "	" 19,463 "	" 9,074 "	" 6,063 "	" 21,810 "	" 18,590 "	" 14,336 "	" 11,170 "	" 11,972 "	" 1,879 "	" 7,237 "	" 2,310 "	" 3,470 "	" 15,851 "	" 8,766 "	" 45,410 "	" 17,299 "	 630 	" 25,259 "	" 9,135 "	" 9,586 "	" 26,313 "	" 5,099 "	" 13,063 "	 176 	" 25,594 "	" 88,856 "	" 3,133 "	" 4,660 "	" 10,506 "	" 40,310 "	" 11,158 "	" 9,142 "	" 1,399 "
2000	 15-18 	 CN 		" 5,422 "	" 2,757 "	" 5,519 "	" 1,939 "	" 69,671 "	" 6,676 "	" 5,238 "	 917 	 973 	" 23,628 "	" 24,072 "	" 2,234 "	" 2,880 "	" 23,047 "	" 12,157 "	" 4,728 "	" 2,309 "	" 13,225 "	" 12,180 "	" 5,941 "	" 3,218 "	" 5,173 "	" 10,890 "	" 3,385 "	" 6,963 "	" 7,846 "	" 1,164 "	" 4,513 "	 863 	" 2,033 "	" 9,470 "	" 5,152 "	" 15,747 "	" 11,223 "	 396 	" 17,196 "	" 5,856 "	" 6,613 "	" 14,427 "	" 2,905 "	" 8,489 "	 154 	" 5,602 "	" 49,781 "	" 2,408 "	" 2,935 "	" 6,794 "	" 24,466 "	" 1,388 "	" 60,214 "	 790 
2000	 15-18 	 MN 					 238 	" 31,760 "				 84 	 51 	 4 			 507 		 10 	 10 	" 2,371 "	 3 	 9 	 215 	" 9,064 "	 115 	" 6,900 "			 17 	 1 		 66 			" 12,712 "	 39 			 24 		" 1,418 "	 16 			" 11,300 "	 245 	 44 	 150 	 24 	 4 	 3 	 61 	
2000	 15-18 	 Total 		" 5,422 "	" 2,757 "	" 5,519 "	" 2,177 "	" 101,431 "	" 6,676 "	" 5,238 "	 917 	" 1,057 "	" 23,679 "	" 24,076 "	" 2,234 "	" 2,880 "	" 23,554 "	" 12,157 "	" 4,738 "	" 2,319 "	" 15,596 "	" 12,183 "	" 5,950 "	" 3,433 "	" 14,237 "	" 11,005 "	" 10,285 "	" 6,963 "	" 7,846 "	" 1,181 "	" 4,514 "	 863 	" 2,099 "	" 9,470 "	" 5,152 "	" 28,459 "	" 11,262 "	 396 	" 17,196 "	" 5,880 "	" 6,613 "	" 15,845 "	" 2,921 "	" 8,489 "	 154 	" 16,902 "	" 50,026 "	" 2,452 "	" 3,085 "	" 6,818 "	" 24,470 "	" 1,391 "	" 60,275 "	 790 
2000	 19-20 	 CN 		 536 	 658 	" 1,623 "	 348 	" 14,927 "	" 1,185 "	" 1,326 "	 283 	 337 	" 4,308 "	" 6,476 "	 494 	 621 	" 6,182 "	" 3,396 "	" 1,611 "	 392 	" 3,620 "	" 3,707 "	" 1,726 "	 860 	" 1,773 "	" 3,082 "	 915 	" 1,607 "	" 1,613 "	 302 	" 1,505 "	 329 	 320 	" 2,051 "	 853 	" 4,742 "	" 3,471 "	 82 	" 5,445 "	 657 	" 2,916 "	" 5,010 "	 659 	" 2,255 "	" 1,765 "	" 1,783 "	" 16,276 "	 690 	 658 	" 1,562 "	" 4,809 "	" 1,507 "	" 1,636 "	 213 
2000	 19-20 	 MN 					 40 	" 17,559 "		 112 		 9 	 77 						 49 	 2 	 431 	 4 	 2 	 92 	" 2,810 "	 199 	" 3,291 "				 4 		 10 			" 5,074 "	 40 			 4 		" 2,072 "	 4 			" 4,851 "	 645 	 6 	 115 	 4 	 3 	 1 	 19 	
2000	 19-20 	 Total 		 536 	 658 	" 1,623 "	 388 	" 32,486 "	" 1,185 "	" 1,438 "	 283 	 346 	" 4,385 "	" 6,476 "	 494 	 621 	" 6,182 "	" 3,396 "	" 1,660 "	 394 	" 4,051 "	" 3,711 "	" 1,728 "	 952 	" 4,583 "	" 3,281 "	" 4,206 "	" 1,607 "	" 1,613 "	 302 	" 1,509 "	 329 	 330 	" 2,051 "	 853 	" 9,816 "	" 3,511 "	 82 	" 5,445 "	 661 	" 2,916 "	" 7,082 "	 663 	" 2,255 "	" 1,765 "	" 6,634 "	" 16,921 "	 696 	 773 	" 1,566 "	" 4,812 "	" 1,508 "	" 1,655 "	 213 
